,BlockName,Category,CreatedOn,Crop,DistrictName,KCCAns,QueryText,QueryType,Season,Sector,StateName
1047,REODAR                                            ,Others,2017-08-27 08:07:57.977,Others,SIROHI,RAIN POSSIBILITY IN NEXT 5 DAYS,TELL ME ABOUT WEATHER INFORMATION ?,Weather,KHARIF,AGRICULTURE,RAJASTHAN
1048,PINDWARA                                          ,Others,2017-08-27 08:53:45.730,Others,SIROHI,RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,KHARIF,AGRICULTURE,RAJASTHAN
1049,REODAR                                            ,Others,2017-08-27 14:18:53.907,Others,SIROHI,RAIN POSSIBILITY IN NEXT 3-4 DAYS AND CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,KHARIF,AGRICULTURE,RAJASTHAN
1050,SHEOGANJ                                          ,Fruits,2017-08-27 14:25:07.813,Papaya,SIROHI,"VARIETY OF PAPAYA TAIWAN 786, SURYA, KURG HONEYDEW, PUSA MEJESTIC",TELL ME VARITIES OF PAPAYA,Seeds and Planting Material,KHARIF,HORTICULTURE,RAJASTHAN
1051,REODAR                                            ,Pulses,2017-08-27 16:37:47.093,Green Gram (Moong Bean/ Moong),SIROHI,RAIN POSSIBILITY IN NEXT 5 DAYS AND CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,KHARIF,AGRICULTURE,RAJASTHAN
1052,PINDWARA                                          ,Vegetables,2017-08-27 18:19:36.253,Chillies,SIROHI,SPRAY OF IMIDACHLOPRID 17.8% SL 0.5 ML PER LITER WATER,TELL ME INSECT CONTROL IN CHILLIES ?,	Plant Protection	,KHARIF,HORTICULTURE,RAJASTHAN
1053,PINDWARA                                          ,Fiber Crops,2017-08-27 18:32:48.473,Cotton (Kapas),SIROHI,SPRAY OF CARTAP HYDROCHLORIDE 50% SP 1GM PER LITER WATER,TELL ME BORER CONTROLE IN COTTON ?,	Plant Protection	,KHARIF,AGRICULTURE,RAJASTHAN
1054,PINDWARA                                          ,Fiber Crops,2017-08-27 18:39:11.803,Cotton (Kapas),SIROHI,SPRAY OF PROFENOFOS 1.5 ML PER LITER WATER,TELL ME INSECT CONTROL IN COTTON ?,	Plant Protection	,KHARIF,AGRICULTURE,RAJASTHAN
1055,REODAR                                            ,Oilseeds,2017-08-28 07:59:33.310,"Castor (Rehri, Rendi, Arandi) ",SIROHI,"VARIETY OF CASTOR = RHC 1, GCH 4, GCH 5, GCH 7",TELL ME VARIETY OF CASTOR ?,Varieties,KHARIF,AGRICULTURE,RAJASTHAN
1056,REODAR                                            ,Vegetables,2017-08-28 11:28:53.180,Tomato,SIROHI,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION,TELL ME CONTROL OF ROOT ROT IN TOMATO,	Plant Protection	,KHARIF,HORTICULTURE,RAJASTHAN
1057,ABU ROAD                                          ,Others,2017-08-28 13:44:53.310,Others,SIROHI,LIGHT RAIN MAY BE NEXT 2-3 DAYS,TELL ME ABOUT WEATHER INFORMATION ?,Weather,JAYAD,AGRICULTURE,RAJASTHAN
1058,PINDWARA                                          ,Others,2017-08-28 14:43:13.533,Others,SIROHI,LIGHT RAIN POSSIBILITY UPTO NEXT 2-3 DAYS AND CLOUDLY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,KHARIF,AGRICULTURE,RAJASTHAN
1059,REODAR                                            ,Millets,2017-08-28 20:29:29.990,Pearl Millet (Bajra/Bulrush Millet/Spiked Millet),SIROHI,RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME WEATHER INFORMATION ?,Weather,KHARIF,AGRICULTURE,RAJASTHAN
1060,PINDWARA                                          ,Others,2017-08-29 07:50:55.263,Others,SIROHI,LIGHT RAIN POSSIBILITY IN NEXT 3-4 DAYS AND CLOUDY SKY,TELL ME ABOUT  WEATHER INFORMATION ?,Weather,KHARIF,AGRICULTURE,RAJASTHAN
1061,ABU ROAD                                          ,Others,2017-08-29 11:42:32.183,Others,SIROHI,SPRAY OF THIOMETHOXAM 25% WG 0.5 GM  PER LITER WATER,TELL ME INSECT CONTROL IN COTTEN,	Plant Protection	,KHARIF,AGRICULTURE,RAJASTHAN
1062,REODAR                                            ,Others,2017-08-29 12:23:38.670,Others,SIROHI,LIGHT RAIN POSSIBILITY IN NEXT 3-4  DAYS OR CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,KHARIF,AGRICULTURE,RAJASTHAN
1063,REODAR                                            ,Others,2017-08-29 18:22:33.270,Others,SIROHI,RAIN POSSIBILITY IN NEXT 3-4 DAYS AND CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,KHARIF,AGRICULTURE,RAJASTHAN
1064,REODAR                                            ,Others,2017-08-29 20:39:38.893,Others,SIROHI,RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,KHARIF,AGRICULTURE,RAJASTHAN
1065,PINDWARA                                          ,Condiments and Spices,2017-08-30 18:26:14.357,Fenugreek,SIROHI,USE TRICHODERMA 2.5 KG PER 100 KG FYM,TELL ME SOIL TREATMENT FOR CONTROL OF WILT DISEASE FENUGREEK ?,	Plant Protection	,KHARIF,HORTICULTURE,RAJASTHAN
1066,REODAR                                            ,Others,2017-08-31 07:50:21.293,Others,SIROHI,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION,TELLME ROOT ROT DIEASE  CONTROL IN GROUNDNUT ?,	Plant Protection	,KHARIF,AGRICULTURE,RAJASTHAN
1067,PINDWARA                                          ,Pulses,2017-08-31 11:11:54.533,Moth Bean (kidney bean/ deww gram),SIROHI,LIGHT RAIN POSSIBILITY IN NEXT 3-4 DAYS AND CLOUDY SKY,TELL ME ABOUT  WEATHER INFORMATION ?,Weather,KHARIF,AGRICULTURE,RAJASTHAN
1068,PINDWARA                                          ,Others,2017-08-31 18:50:10.490,Others,SIROHI,RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,KHARIF,AGRICULTURE,RAJASTHAN
1069,ABU ROAD                                          ,Others,2017-09-01 14:21:42.867,Others,SIROHI,RAIN POSSIBILITY IN NEXT 3-4 DAYS AND CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,KHARIF,AGRICULTURE,RAJASTHAN
1070,SHEOGANJ                                          ,Others,2017-09-02 07:01:48.790,Others,SIROHI,RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,KHARIF,AGRICULTURE,RAJASTHAN
1071,ABU ROAD                                          ,Fiber Crops,2017-09-02 09:07:13.160,Cotton (Kapas),SIROHI,DRENCHING OF CARBENDAZIM 250 GM/BIGHA IN ROOT ZONE WITH IRRIGATION,TELL ME ROOT ROT CONTROL IN GROUNDNUT,	Plant Protection	,KHARIF,AGRICULTURE,RAJASTHAN
1072,SHEOGANJ                                          ,Others,2017-09-02 17:02:46.380,Others,SIROHI,RAIN POSSIBILITY UPTO NEXT 2-3 DAYS,TELL ME ABOUT WEATHER INFORMATION ?,Weather,KHARIF,AGRICULTURE,RAJASTHAN
1073,SHEOGANJ                                          ,Others,2017-09-03 07:16:47.130,Others,SIROHI,RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,KHARIF,AGRICULTURE,RAJASTHAN
1074,SHEOGANJ                                          ,Others,2017-09-03 07:16:53.930,Others,SIROHI,RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,KHARIF,AGRICULTURE,RAJASTHAN
1075,PINDWARA                                          ,Others,2017-09-03 08:32:45.677,Others,SIROHI,RAIN POSSIBILITY IN NEXT 5 DAYS,TELL ME ABOUT WEATHER INFORMATION ?,Weather,KHARIF,AGRICULTURE,RAJASTHAN
1076,REODAR                                            ,Others,2017-09-03 11:07:29.227,Others,SIROHI,RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,KHARIF,AGRICULTURE,RAJASTHAN
1077,SHEOGANJ                                          ,Others,2017-09-03 16:16:09.880,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,KHARIF,AGRICULTURE,RAJASTHAN
1078,SHEOGANJ                                          ,Others,2017-09-03 16:30:12.500,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,KHARIF,AGRICULTURE,RAJASTHAN
1079,SIROHI                                            ,Others,2017-09-04 11:49:58.700,Others,SIROHI,Phone No	0141-2740660 ; 2740063,TELL ME  CONTACT NUMBER  OF  IFFCO,Government Schemes,KHARIF,AGRICULTURE,RAJASTHAN
1080,REODAR                                            ,Oilseeds,2017-09-04 19:51:40.163,Groundnut (pea nut/mung phalli),SIROHI,SPRAY OF MONOCROTOPHOS 36% SL 2 ML PER LITER WATER,TELL ME INSECT CONTROL INGROUNDNUT ?,	Plant Protection	,KHARIF,AGRICULTURE,RAJASTHAN
1081,SHEOGANJ                                          ,Others,2017-09-05 08:31:17.383,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,KHARIF,AGRICULTURE,RAJASTHAN
1082,SIROHI                                            ,Others,2017-09-05 12:41:48.630,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,KHARIF,AGRICULTURE,RAJASTHAN
1083,SHEOGANJ                                          ,Animal,2017-09-06 07:09:03.463,"Bovine(Cow,Buffalo)",SIROHI,"DAIRY ANIMALS SUBSIDY BY NABARD BANK 25 % (GENERAL AND OBC) OR 33%SC,ST FARMERS",TELL ME DAIRY ANIMALS SUBSIDY BY NABARD BANK,Animal Breeding,KHARIF,ANIMAL HUSBANDRY,RAJASTHAN
1084,REODAR                                            ,Animal,2017-09-06 07:46:45.973,"Bovine(Cow,Buffalo)",SIROHI,CONTECT NUMBER OF ANIMAL HUSBANDRY-1800 180 6224,TELL ME CONTECT NUMBER OF ANIMAL HUSBANDRY ?,Dairy Production,KHARIF,ANIMAL HUSBANDRY,RAJASTHAN
1085,REODAR                                            ,Animal,2017-09-06 08:31:56.550,"Bovine(Cow,Buffalo)",SIROHI,"SUBSIDY ON DAIRY FARMING= 25% (ST,SC 33%)OF TOTAL COST  pls contect pashu chikitsalaya",TELL ME SUBSIDY ON DAIRY FARMING,"Animal Production (Piggery, Goatery, Sheep Farming etc.)",KHARIF,ANIMAL HUSBANDRY,RAJASTHAN
1086,PINDWARA                                          ,Animal,2017-09-06 13:31:15.410,"Bovine(Cow,Buffalo)",SIROHI,"SUBSIDY IS 25 % FOR GENRAL FARMER AND 33 % FOR SC, ST FARMER AND PLS YOU SHOULD CONTECT YOUR NEAREST BANK FOR THIS LOAN AMOUNT.",TELL ME ABOUT ANIMAL LOAN ACCOURDING NEW INDIA MANTHAN SCHEME,"Animal Production (Piggery, Goatery, Sheep Farming etc.)",KHARIF,ANIMAL HUSBANDRY,RAJASTHAN
1087,REODAR                                            ,Animal,2017-09-06 14:08:31.807,"Bovine(Cow,Buffalo)",SIROHI,PLEASE CONTACT TO NEAR BANK,TELL ME ABOUT ASK FOR ANIMAL LONE ?,Credit,KHARIF,ANIMAL HUSBANDRY,RAJASTHAN
1088,SIROHI                                            ,Others,2017-09-06 14:53:35.077,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS,TELL ME ABOUT WEATHER INFORMATION ?,Weather,KHARIF,AGRICULTURE,RAJASTHAN
1089,PINDWARA                                          ,Animal,2017-09-06 15:06:40.693,"Bovine(Cow,Buffalo)",SIROHI,YOU SHOULD CONTACT IN YOUR NEEYARAR BANK BRANCH FOR ANIMAL LOAN AND CONTECT THIS NUMBER OF ANIMAL HUSBANDRY -18001806224,TELL ME ABOUT LOAN OF ANIMAL HUSBANDRY ?,Dairy Production,KHARIF,ANIMAL HUSBANDRY,RAJASTHAN
1090,SIROHI                                            ,Others,2017-09-06 15:24:29.693,Others,SIROHI,RAIN POSSIBILITY IN NEXT 3-4 DAYS AND CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,KHARIF,AGRICULTURE,RAJASTHAN
1091,PINDWARA                                          ,Others,2017-09-06 19:20:38.943,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS,TELL ME ABOUT WEATHER INFORMATION ?,Weather,KHARIF,AGRICULTURE,RAJASTHAN
1092,SHEOGANJ                                          ,Others,2017-09-06 21:55:08.523,Others,SIROHI,"TELL ME ABOUT ANIMAL LOAN ACCOURDING NEW INDIA MANTHAN SCHEME
SUBSIDY IS 25 % FOR GENRAL FARMER AND 33 % FOR SC, ST FARMER AND PLS YOU SHOULD CONTECT YOUR NEAREST BANK FOR THIS LOAN AMOUNT.",TELL ME SUBSIDY ON ANIMAL,Weather,KHARIF,AGRICULTURE,RAJASTHAN
1093,SHEOGANJ                                          ,Animal,2017-09-07 08:31:57.510,"Bovine(Cow,Buffalo)",SIROHI,CONTACT NUMBER OF ANIMAL HUSBANDRY-1800 180 6224,TELL ME CONTACT NUMBER OF ANIMAL HUSBANDRY ?,Dairy Production,KHARIF,ANIMAL HUSBANDRY,RAJASTHAN
1094,SHEOGANJ                                          ,Animal,2017-09-07 09:21:43.883,"Bovine(Cow,Buffalo)",SIROHI,"25% for General category maximum 15000 of the outlay (33 .33 % for SC / ST farmers, ) maximum 20000 of total cost",Tell me about grant in animal husbandary dairy establishment ?,Dairy Production,KHARIF,ANIMAL HUSBANDRY,RAJASTHAN
1095,SHEOGANJ                                          ,Others,2017-09-07 12:33:16.360,Others,SIROHI,RAIN POSSIBILITY IN NEXT 3-4 DAYS,TELL ME ABOUT WEATHER INFORMATION ?,Weather,KHARIF,AGRICULTURE,RAJASTHAN
1096,PINDWARA                                          ,Others,2017-09-07 14:39:48.477,Others,SIROHI,LIGHT RAIN MAY BE AFTER 2-3 DAYS,TELL ME ABOUT WEATHER INFORMATION ?,Weather,KHARIF,AGRICULTURE,RAJASTHAN
1097,SIROHI                                            ,Fiber Crops,2017-09-07 17:24:27.250,Cotton (Kapas),SIROHI,SPRAY OF FIPRONIL 5% SC 2 ML PER LITER WATER,TELL ME CONTROL OF THRIPS IN COTTON ?,	Plant Protection	,KHARIF,AGRICULTURE,RAJASTHAN
1098,REODAR                                            ,Millets,2017-09-07 20:16:22.313,Pearl Millet (Bajra/Bulrush Millet/Spiked Millet),SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,KHARIF,AGRICULTURE,RAJASTHAN
1099,PINDWARA                                          ,Others,2017-09-08 09:34:38.680,Others,SIROHI,SUBSIDY IN ANIMAL HUSBANDER SC&ST .33.33%=20000 AND OBC&GEN 25% 15000,TELL ME SUBSIDY IN ANIMAL HUSBANDERY,Government Schemes,KHARIF,AGRICULTURE,RAJASTHAN
1100,SIROHI                                            ,Others,2017-09-08 09:56:04.257,Others,SIROHI,RAIN POSSIBILITY IN NEXT 3-4 DAYS OR CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,KHARIF,AGRICULTURE,RAJASTHAN
1101,ABU ROAD                                          ,Condiments and Spices,2017-09-08 13:20:09.380,Fennel,SIROHI,SPRAY OF TRIZOPHOS 40% EC 2 ML PER LITER WATER,TELL ME INSECT CONTROL OF FENNEL,	Plant Protection	,KHARIF,HORTICULTURE,RAJASTHAN
1102,SIROHI                                            ,Animal,2017-09-08 17:35:03.783,"Bovine(Cow,Buffalo)",SIROHI,YOU SHOULD CONTECT IN YOUR NEEYARAR BANK BRANCH FOR ANIMAL LOAN AND MORE INFORMATION RIGARDING ANIMAL HUSBANDRY LOAN CONTECT THIS NO.-1800229009 AND 0141-2740821,"""TELL ME ABOUT LOAN OF ANIMAL HUSBANDRY ?
""",Credit,KHARIF,ANIMAL HUSBANDRY,RAJASTHAN
1103,SIROHI                                            ,Animal,2017-09-08 20:57:51.140,"Bovine(Cow,Buffalo)",SIROHI,CONTECT NUMBER OF ANIMAL HUSBANDRY-1800 180 6224,TELL ME CONTECT NUMBER OF ANIMAL HUSBANDRY ?,"Animal Production (Piggery, Goatery, Sheep Farming etc.)",KHARIF,ANIMAL HUSBANDRY,RAJASTHAN
1104,PINDWARA                                          ,Others,2017-09-09 06:57:25.037,Others,SIROHI,LIGHT RAIN POSSIBILITY IN NEXT 3-4 DAYS AND CLOUDY SKY,TELL ME ABOUT  WEATHER INFORMATION ?,Weather,KHARIF,AGRICULTURE,RAJASTHAN
1105,PINDWARA                                          ,Pulses,2017-09-09 07:06:52.250,Green Gram (Moong Bean/ Moong),SIROHI,RAIN POSSIBILITY IN NEXT 2-3 DAYS AND CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,KHARIF,AGRICULTURE,RAJASTHAN
1106,REODAR                                            ,Animal,2017-09-09 09:57:50.203,"Bovine(Cow,Buffalo)",SIROHI,"SUBSIDY ON DAIRY FARMING=GENERAL CATEGORY  25% (ST,SC 33%)OF TOTAL COST  PLS CONTACT PASHU CHIKITSALAYA OR BANK",TELL ME SUBSIDY ON DAIRY FARMING,Market Information,KHARIF,ANIMAL HUSBANDRY,RAJASTHAN
1107,PINDWARA                                          ,Millets,2017-09-09 12:08:05.060,Pearl Millet (Bajra/Bulrush Millet/Spiked Millet),SIROHI,TODAY CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,KHARIF,AGRICULTURE,RAJASTHAN
1108,SIROHI                                            ,Others,2017-09-09 14:31:17.613,Others,SIROHI,RAIN POSSIBILITY IN NEXT 3-4 DAYS AND CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,KHARIF,AGRICULTURE,RAJASTHAN
1109,REODAR                                            ,Animal,2017-09-10 07:43:00.453,"Bovine(Cow,Buffalo)",SIROHI,CONTACT NUMBER OF ANIMAL HUSBANDRY-1800 180 6224,TELL ME CONTACT NUMBER OF ANIMAL HUSBANDRY ?,Dairy Production,KHARIF,ANIMAL HUSBANDRY,RAJASTHAN
1110,PINDWARA                                          ,Others,2017-09-10 09:10:43.527,Others,SIROHI,DEEG 6-9 INCH DEEP `V` SHAPE PIT AND TACKING 500 GM SOIL SAMPLE FOR TESTING SOIL,TELL ME ABOUT TAKING SOIL SAMPLE ?,Soil Testing,KHARIF,AGRICULTURE,RAJASTHAN
1111,PINDWARA                                          ,Others,2017-09-10 09:42:34.687,Others,SIROHI,DEEG 6-9 INCH DEEP `V` SHAPE PIT AND TACKING 500 GM SOIL SAMPLE FOR TESTING SOIL,TELL ME ABOUT TAKING SOIL SAMPLE ?,Soil Health Card,KHARIF,AGRICULTURE,RAJASTHAN
1112,PINDWARA                                          ,Medicinal and Aromatic Plants,2017-09-10 11:32:12.230,Aloe Vera,SIROHI,SPRAY OF MENCOZEB 2 GM PER LITER WATER,TELL ME CONTROL OF LEAF SPOT,	Plant Protection	,KHARIF,HORTICULTURE,RAJASTHAN
1113,REODAR                                            ,Oilseeds,2017-09-10 13:50:29.527,Groundnut (pea nut/mung phalli),SIROHI,USE HEXACONAZOLE 5% EC 1 LITER PER HA WITH IRRIGATION,TELL ME CONTROL OF COLLAR ROT IN GROUNDNUT,	Plant Protection	,KHARIF,AGRICULTURE,RAJASTHAN
1114,PINDWARA                                          ,Millets,2017-09-10 16:09:22.547,Pearl Millet (Bajra/Bulrush Millet/Spiked Millet),SIROHI,DEEG 6-9 INCH DEEP `V` SHAPE PIT AND TACKING 500 GM SOIL SAMPLE FOR TESTING SOIL,TELL ME ABOUT TAKING SOIL SAMPLE ?,Soil Health Card,KHARIF,AGRICULTURE,RAJASTHAN
1115,REODAR                                            ,Animal,2017-09-10 17:30:13.513,"Bovine(Cow,Buffalo)",SIROHI,"SUBSIDY ON DAIRY FARMING= 25% (ST,SC 33%)OF TOTAL COST  pls contect pashu chikitsalaya",TELL ME SUBSIDY ON DAIRY FARMING,Dairy Production,KHARIF,ANIMAL HUSBANDRY,RAJASTHAN
1116,REODAR                                            ,Others,2017-09-10 18:11:55.273,Others,SIROHI,RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,KHARIF,AGRICULTURE,RAJASTHAN
1117,REODAR                                            ,Oilseeds,2017-09-10 20:03:21.377,"Castor (Rehri, Rendi, Arandi) ",SIROHI,DEEG 6-9 INCH DEEP `V` SHAPE PIT AND TACKING 500 GM SOIL SAMPLE FOR TESTING SOIL,TELL ME ABOUT TAKING SOIL SAMPLE ?,Government Schemes,KHARIF,AGRICULTURE,RAJASTHAN
1118,PINDWARA                                          ,Millets,2017-09-10 20:51:01.010,Pearl Millet (Bajra/Bulrush Millet/Spiked Millet),SIROHI,RAIN POSSIBILITY IN NEXT 5 DAYS,TELL ME ABOUT WEATHER INFORMATION ?,Weather,KHARIF,AGRICULTURE,RAJASTHAN
1119,REODAR                                            ,Millets,2017-09-11 06:15:20.430,Maize (Makka),SIROHI,RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,KHARIF,AGRICULTURE,RAJASTHAN
1120,PINDWARA                                          ,Others,2017-09-11 06:48:10.523,Others,SIROHI,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,TELL ME ABOUT WEATHER INFORMATION ?,Weather,KHARIF,AGRICULTURE,RAJASTHAN
1121,REODAR                                            ,Animal,2017-09-11 08:22:05.850,"Bovine(Cow,Buffalo)",SIROHI,YOU SHOULD CONTACT IN YOUR NEEYARAR BANK BRANCH FOR ANIMAL LOAN FOR MORE INFORMATION CONTECT THIS NABARD NO.- 1800229009 AND 0141-2740821  AND 919819418150,TELL ME ABOUT ANIMAL LOAN ?,Dairy Production,KHARIF,ANIMAL HUSBANDRY,RAJASTHAN
1122,REODAR                                            ,Others,2017-09-11 09:55:58.987,Others,SIROHI,CONTACT AG. SUPERVISOR  OR ACISTANT AGRICULTURE OFFICETR,TELL ME ABOUT SOIL HEALTH CARD,Soil Testing,KHARIF,AGRICULTURE,RAJASTHAN
1123,REODAR                                            ,Others,2017-09-11 10:35:19.300,Others,SIROHI,RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY,TELL ME WEATHER INFORMATION ?,	Plant Protection	,KHARIF,AGRICULTURE,RAJASTHAN
1124,ABU ROAD                                          ,Others,2017-09-11 12:07:28.270,Others,SIROHI,DEEG 6-9 INCH DEEP `V` SHAPE PIT AND TACKING 500 GM SOIL SAMPLE FOR TESTING SOIL,TELL ME ABOUT TAKING SOIL SAMPLE ?,Government Schemes,RABI,AGRICULTURE,RAJASTHAN
1125,SHEOGANJ                                          ,Fiber Crops,2017-09-11 13:45:36.403,Cotton (Kapas),SIROHI,SPRAY OF ACETAMIPRID 20% SP 0.5 GM PER LITER WATER,TELL ME INSECT CONTROL IN COTTON,	Plant Protection	,KHARIF,AGRICULTURE,RAJASTHAN
1126,SIROHI                                            ,Others,2017-09-11 15:16:04.577,Others,SIROHI,DEEG 6-9 INCH DEEP `V` SHAPE PIT AND TAKING 500 GM SOIL SAMPLE FOR TESTING SOIL,TELL ME ABOUT TAKING SOIL SAMPLE ?,Soil Testing,KHARIF,AGRICULTURE,RAJASTHAN
1127,SIROHI                                            ,Others,2017-09-11 17:25:21.590,Others,SIROHI,CONTECT NUMBER OF SOIL TESTING DEPPARTMENT-1800 180 1014,TELL ME CONTECT NUMBER OF SOIL TESTING DEPPARTMENT ?,Weather,KHARIF,AGRICULTURE,RAJASTHAN
1128,SHEOGANJ                                          ,Cereals,2017-09-11 18:56:34.560,Oats ,SIROHI,MAY BE RAIN POSSIBILITY IN NEXT 5 DAYS,TELL ME WEATHER REPORT IN SIROHI,Weather,KHARIF,AGRICULTURE,RAJASTHAN
1129,SIROHI                                            ,Animal,2017-09-11 19:58:49.727,"Bovine(Cow,Buffalo)",SIROHI,"SUBSIDY IS 25 % FOR GENERAL FARMER AND 33 % FOR SC, ST FARMER AND PLEASE  YOU SHOULD CONTACT YOUR NEAREST BANK FOR THIS SUBSIDY",TELL ME ABOUT SUBSIDY ON DAIRY MILCH  ANIMALS ACCORDING NEW INDIA MANTHAN SCHEME,Credit,KHARIF,ANIMAL HUSBANDRY,RAJASTHAN
1130,SIROHI                                            ,Others,2017-09-11 20:33:21.600,Others,SIROHI,DEEG 6-9 INCH DEEP `V` SHAPE PIT AND TACKING 500 GM SOIL SAMPLE FOR TESTING SOIL,TELL ME ABOUT TAKING SOIL SAMPLE ?,Soil Testing,KHARIF,AGRICULTURE,RAJASTHAN
1131,ABU ROAD                                          ,Others,2017-09-11 21:57:03.207,Others,SIROHI,DEEG 6-9 INCH DEEP `V` SHAPE PIT AND TAKING 500 GM SOIL SAMPLE FOR TESTING SOIL,TELL ME ABOUT TAKING SOIL SAMPLE ?,Soil Testing,KHARIF,AGRICULTURE,RAJASTHAN
1132,PINDWARA                                          ,Others,2017-09-12 08:41:19.210,Others,SIROHI,DEEG 6-9 INCH DEEP `V` SHAPE PIT AND TACKING 500 GM SOIL SAMPLE FOR TESTING SOIL,TELL ME ABOUT TAKING SOIL SAMPLE ?,Soil Health Card,KHARIF,AGRICULTURE,RAJASTHAN
1133,PINDWARA                                          ,Fiber Crops,2017-09-12 08:44:45.710,Cotton (Kapas),SIROHI,SPRAY SOLUBLE NPK  18:18:18 GRADE 10 GM/LTR WATER,TELL ME NUTRIENT MANAGEMENT  ?,Nutrient Management,KHARIF,AGRICULTURE,RAJASTHAN
1134,SIROHI                                            ,Others,2017-09-12 09:09:20.090,Others,SIROHI,DEEG 6-9 INCH DEEP `V` SHAPE PIT AND TACKING 500 GM SOIL SAMPLE FOR TESTING SOIL,TELL ME ABOUT TAKING SOIL SAMPLE ?,Soil Health Card,KHARIF,AGRICULTURE,RAJASTHAN
1135,PINDWARA                                          ,Others,2017-09-12 13:41:36.377,Others,SIROHI,CONTECT NUMBER OF SOIL TESTING DEPPARTMENT-1800 180 1014,TELL ME CONTECT NUMBER OF SOIL TESTING DEPPARTMENT ?,Weather,KHARIF,AGRICULTURE,RAJASTHAN
1136,PINDWARA                                          ,Others,2017-09-12 14:11:24.887,Others,SIROHI,RAIN POSSIBILITY IN NEXT 2-3 DAYS BUT CLOUDY SKY,TELL ME WEATHER INFORMATION ?,Weather,KHARIF,AGRICULTURE,RAJASTHAN
1137,REODAR                                            ,Others,2017-09-12 15:45:28.513,Others,SIROHI,DEEG 6-9 INCH DEEP `V` SHAPE PIT AND TACKING 500 GM SOIL SAMPLE FOR TESTING SOIL,TELL ME ABOUT TAKING SOIL SAMPLE ?,Weather,KHARIF,AGRICULTURE,RAJASTHAN
1138,REODAR                                            ,Millets,2017-09-12 16:03:02.147,Pearl Millet (Bajra/Bulrush Millet/Spiked Millet),SIROHI,DEEG 6-9 INCH DEEP `V` SHAPE PIT AND TACKING 500 GM SOIL SAMPLE FOR TESTING SOIL,TELL ME ABOUT TAKING SOIL SAMPLE ?,Soil Testing,KHARIF,AGRICULTURE,RAJASTHAN
